iri,label,similar_label,similar_ontology,score,similar_iri
https://w3id.org/evorao/ID,ID,userID,ngbo,0.7966907024383545,http://purl.obolibrary.org/obo/NGBO_6000691
https://w3id.org/evorao/ID,ID,USDA_ID,ncit,0.7966415882110596,http://purl.obolibrary.org/obo/NCIT_P354
https://w3id.org/evorao/abstract,abstract,abstract,evorao,0.9994106292724609,https://w3id.org/evorao/abstract
https://w3id.org/evorao/abstract,abstract,abstract,schemaorg_http,0.8522021770477295,http://schema.org/abstract
https://w3id.org/evorao/abstract,abstract,abstract,schemaorg_https,0.8521256446838379,https://schema.org/abstract
https://w3id.org/evorao/abstract,abstract,Abstract,dcterms,0.7730128765106201,http://purl.org/dc/terms/abstract
https://w3id.org/evorao/abstract,abstract,abstract,uniprotrdfs,0.7482194900512695,http://purl.uniprot.org/core/abstract
https://w3id.org/evorao/abstract,abstract,definition,skos,0.7475383281707764,http://www.w3.org/2004/02/skos/core#definition
https://w3id.org/evorao/abstract,abstract,notation,skos,0.7271749973297119,http://www.w3.org/2004/02/skos/core#notation
https://w3id.org/evorao/abstract,abstract,facet implemented as,afo,0.7237834930419922,http://purl.allotrope.org/ontologies/property#AFX_0002729
https://w3id.org/evorao/abstract,abstract,aggregateElement,schemaorg_https,0.7211074829101562,https://schema.org/aggregateElement
https://w3id.org/evorao/abstract,abstract,aggregateElement,schemaorg_http,0.7206077575683594,http://schema.org/aggregateElement
https://w3id.org/evorao/accessPointURL,access point URL,access point URL,evorao,0.999805212020874,https://w3id.org/evorao/accessPointURL
https://w3id.org/evorao/accessPointURL,access point URL,resource URL,evorao,0.8257079124450684,https://w3id.org/evorao/resourceURL
https://w3id.org/evorao/accessPointURL,access point URL,login URL,evorao,0.8099055290222168,https://w3id.org/evorao/loginURL
https://w3id.org/evorao/accessPointURL,access point URL,content URL,evorao,0.805079460144043,https://w3id.org/evorao/contentURL
https://w3id.org/evorao/accessPointURL,access point URL,contact point,evorao,0.767758846282959,https://w3id.org/evorao/contactPoint
https://w3id.org/evorao/accessPointURL,access point URL,accession number,evorao,0.7675316333770752,https://w3id.org/evorao/accessionNumber
https://w3id.org/evorao/accessPointURL,access point URL,reference URL,t4fs,0.7650184631347656,http://purl.obolibrary.org/obo/T4FS_0000553
https://w3id.org/evorao/accessPointURL,access point URL,url,schemaorg_https,0.7527141571044922,https://schema.org/url
https://w3id.org/evorao/accessPointURL,access point URL,url,schemaorg_http,0.7527141571044922,http://schema.org/url
https://w3id.org/evorao/accessPointURL,access point URL,serviceUrl,schemaorg_http,0.7456400394439697,http://schema.org/serviceUrl
https://w3id.org/evorao/accessToPhysicalGeneticResource,access to physical genetic resource,access to physical genetic resource,evorao,0.9998366832733154,https://w3id.org/evorao/accessToPhysicalGeneticResource
https://w3id.org/evorao/accessToPhysicalGeneticResource,access to physical genetic resource,GenBank_Accession_Number,ncit,0.7854557037353516,http://purl.obolibrary.org/obo/NCIT_P102
https://w3id.org/evorao/accessToPhysicalGeneticResource,access to physical genetic resource,Gene_Has_Physical_Location,ncit,0.759427547454834,http://purl.obolibrary.org/obo/NCIT_R145
https://w3id.org/evorao/accessToPhysicalGeneticResource,access to physical genetic resource,accession number,evorao,0.7577040195465088,https://w3id.org/evorao/accessionNumber
https://w3id.org/evorao/accessToPhysicalGeneticResource,access to physical genetic resource,MGI_Accession_ID,ncit,0.748063325881958,http://purl.obolibrary.org/obo/NCIT_P332
https://w3id.org/evorao/accessToPhysicalGeneticResource,access to physical genetic resource,has_genotype,geno,0.7451345920562744,http://purl.obolibrary.org/obo/GENO_0000222
https://w3id.org/evorao/accessToPhysicalGeneticResource,access to physical genetic resource,EntrezGene_ID,ncit,0.7411341667175293,http://purl.obolibrary.org/obo/NCIT_P321
https://w3id.org/evorao/accessToPhysicalGeneticResource,access to physical genetic resource,has NCBI GeneBank accession,iceo,0.7387042045593262,http://purl.obolibrary.org/obo/ICEO_0000337
https://w3id.org/evorao/accessToPhysicalGeneticResource,access to physical genetic resource,conditionsOfAccess,schemaorg_https,0.7381770610809326,https://schema.org/conditionsOfAccess
https://w3id.org/evorao/accessToPhysicalGeneticResource,access to physical genetic resource,species can be transferred to,iceo,0.7351701259613037,http://purl.obolibrary.org/obo/ICEO_0000335
https://w3id.org/evorao/accessionNumber,accession number,accession number,evorao,0.9998018741607666,https://w3id.org/evorao/accessionNumber
https://w3id.org/evorao/accessionNumber,accession number,GenBank_Accession_Number,ncit,0.8394451141357422,http://purl.obolibrary.org/obo/NCIT_P102
https://w3id.org/evorao/accessionNumber,accession number,OMIM_Number,ncit,0.8093175888061523,http://purl.obolibrary.org/obo/NCIT_P100
https://w3id.org/evorao/accessionNumber,accession number,membershipNumber,schemaorg_https,0.8012905120849609,https://schema.org/membershipNumber
https://w3id.org/evorao/accessionNumber,accession number,membershipNumber,schemaorg_http,0.8012552261352539,http://schema.org/membershipNumber
https://w3id.org/evorao/accessionNumber,accession number,MRO_accession,mro,0.7836873531341553,http://purl.obolibrary.org/obo/MRO_accession
https://w3id.org/evorao/accessionNumber,accession number,MGI_Accession_ID,ncit,0.7820684909820557,http://purl.obolibrary.org/obo/NCIT_P332
https://w3id.org/evorao/accessionNumber,accession number,miRBase_ID,ncit,0.7755625247955322,http://purl.obolibrary.org/obo/NCIT_P362
https://w3id.org/evorao/accessionNumber,accession number,EntrezGene_ID,ncit,0.7712383270263672,http://purl.obolibrary.org/obo/NCIT_P321
https://w3id.org/evorao/accessionNumber,accession number,catalogNumber,schemaorg_http,0.7684183120727539,http://schema.org/catalogNumber
https://w3id.org/evorao/accidentalReleaseMeasures,accidental release measures,accidental release measures,evorao,0.9998223781585693,https://w3id.org/evorao/accidentalReleaseMeasures
https://w3id.org/evorao/accidentalReleaseMeasures,accidental release measures,fire fighting measures,evorao,0.7958323955535889,https://w3id.org/evorao/fireFightingMeasures
https://w3id.org/evorao/accidentalReleaseMeasures,accidental release measures,first aid measures,evorao,0.7897934913635254,https://w3id.org/evorao/firstAidMeasures
https://w3id.org/evorao/accidentalReleaseMeasures,accidental release measures,biosafety restrictions,evorao,0.730583906173706,https://w3id.org/evorao/biosafetyRestrictions
https://w3id.org/evorao/accidentalReleaseMeasures,accidental release measures,exposure controls/personal protection,evorao,0.7233121395111084,https://w3id.org/evorao/exposureControlsPersonalProtection
https://w3id.org/evorao/accidentalReleaseMeasures,accidental release measures,reports assay measurment value,bao,0.7182130813598633,http://www.bioassayontology.org/bao#BAO_0095008
https://w3id.org/evorao/accidentalReleaseMeasures,accidental release measures,disposal considerations,evorao,0.7047967910766602,https://w3id.org/evorao/disposalConsiderations
https://w3id.org/evorao/accidentalReleaseMeasures,accidental release measures,has recommended procedure,scdo,0.7013914585113525,http://purl.obolibrary.org/obo/SCDO_0000480
https://w3id.org/evorao/accidentalReleaseMeasures,accidental release measures,CRAC 2.2. Variable specifications,hso,0.7006077766418457,http://purl.obolibrary.org/obo/HSO_0000329
https://w3id.org/evorao/accidentalReleaseMeasures,accidental release measures,hazards identification,evorao,0.7006056308746338,https://w3id.org/evorao/hazardsIdentification
https://w3id.org/evorao/additionalCategory,additional category,additional category,evorao,0.9992668628692627,https://w3id.org/evorao/additionalCategory
https://w3id.org/evorao/additionalCategory,additional category,parent category,evorao,0.8558814525604248,https://w3id.org/evorao/parentCategory
https://w3id.org/evorao/additionalCategory,additional category,category,evorao,0.8412470817565918,https://w3id.org/evorao/category
https://w3id.org/evorao/additionalCategory,additional category,hasCategoryCode,schemaorg_http,0.7917497158050537,http://schema.org/hasCategoryCode
https://w3id.org/evorao/additionalCategory,additional category,hasCategoryCode,schemaorg_https,0.7914681434631348,https://schema.org/hasCategoryCode
https://w3id.org/evorao/additionalCategory,additional category,additionalType,schemaorg_http,0.7903232574462891,http://schema.org/additionalType
https://w3id.org/evorao/additionalCategory,additional category,additionalType,schemaorg_https,0.7902736663818359,https://schema.org/additionalType
https://w3id.org/evorao/additionalCategory,additional category,applicationSubCategory,schemaorg_http,0.7779786586761475,http://schema.org/applicationSubCategory
https://w3id.org/evorao/additionalCategory,additional category,applicationSubCategory,schemaorg_https,0.7775754928588867,https://schema.org/applicationSubCategory
https://w3id.org/evorao/additionalCategory,additional category,additionalName,schemaorg_http,0.7766356468200684,http://schema.org/additionalName
https://w3id.org/evorao/addressCountry,address Country,address Country,evorao,0.999791145324707,https://w3id.org/evorao/addressCountry
https://w3id.org/evorao/addressCountry,address Country,addressCountry,schemaorg_http,0.8290126323699951,http://schema.org/addressCountry
https://w3id.org/evorao/addressCountry,address Country,addressCountry,schemaorg_https,0.8289365768432617,https://schema.org/addressCountry
https://w3id.org/evorao/addressCountry,address Country,region,evorao,0.8222622871398926,https://w3id.org/evorao/addressRegion
https://w3id.org/evorao/addressCountry,address Country,country,evorao,0.7998776435852051,https://w3id.org/evorao/country
https://w3id.org/evorao/addressCountry,address Country,deliveryAddress,schemaorg_https,0.7966964244842529,https://schema.org/deliveryAddress
https://w3id.org/evorao/addressCountry,address Country,deliveryAddress,schemaorg_http,0.7965128421783447,http://schema.org/deliveryAddress
https://w3id.org/evorao/addressCountry,address Country,street address,evorao,0.7926108837127686,https://w3id.org/evorao/streetAddress
https://w3id.org/evorao/addressCountry,address Country,hasCountryOfOrigin,hancestro,0.7894754409790039,http://purl.obolibrary.org/obo/HANCESTRO_0308
https://w3id.org/evorao/addressCountry,address Country,applicableCountry,schemaorg_http,0.7836766242980957,http://schema.org/applicableCountry
https://w3id.org/evorao/addressLocality,locality/city,locality/city,evorao,0.9998295307159424,https://w3id.org/evorao/addressLocality
https://w3id.org/evorao/addressLocality,locality/city,addressLocality,schemaorg_https,0.8816657066345215,https://schema.org/addressLocality
https://w3id.org/evorao/addressLocality,locality/city,addressLocality,schemaorg_http,0.8816201686859131,http://schema.org/addressLocality
https://w3id.org/evorao/addressLocality,locality/city,street address,evorao,0.807415246963501,https://w3id.org/evorao/streetAddress
https://w3id.org/evorao/addressLocality,locality/city,homeLocation,schemaorg_https,0.807363748550415,https://schema.org/homeLocation
https://w3id.org/evorao/addressLocality,locality/city,homeLocation,schemaorg_http,0.806725263595581,http://schema.org/homeLocation
https://w3id.org/evorao/addressLocality,locality/city,region,evorao,0.8020591735839844,https://w3id.org/evorao/addressRegion
https://w3id.org/evorao/addressLocality,locality/city,serviceLocation,schemaorg_https,0.7987911701202393,https://schema.org/serviceLocation
https://w3id.org/evorao/addressLocality,locality/city,serviceLocation,schemaorg_http,0.7987620830535889,http://schema.org/serviceLocation
https://w3id.org/evorao/addressLocality,locality/city,workLocation,schemaorg_http,0.7949025630950928,http://schema.org/workLocation
https://w3id.org/evorao/addressRegion,region,region,evorao,0.9998273849487305,https://w3id.org/evorao/addressRegion
https://w3id.org/evorao/addressRegion,region,addressRegion,schemaorg_http,0.8231868743896484,http://schema.org/addressRegion
https://w3id.org/evorao/addressRegion,region,address Country,evorao,0.8222622871398926,https://w3id.org/evorao/addressCountry
https://w3id.org/evorao/addressRegion,region,addressRegion,schemaorg_https,0.8222084045410156,https://schema.org/addressRegion
https://w3id.org/evorao/addressRegion,region,locality/city,evorao,0.8020594120025635,https://w3id.org/evorao/addressLocality
https://w3id.org/evorao/addressRegion,region,eligibleRegion,schemaorg_https,0.7971217632293701,https://schema.org/eligibleRegion
https://w3id.org/evorao/addressRegion,region,eligibleRegion,schemaorg_http,0.7968568801879883,http://schema.org/eligibleRegion
https://w3id.org/evorao/addressRegion,region,targeted region,evorao,0.7944738864898682,https://w3id.org/evorao/targetedRegion
https://w3id.org/evorao/addressRegion,region,addressLocality,schemaorg_https,0.7808957099914551,https://schema.org/addressLocality
https://w3id.org/evorao/addressRegion,region,addressLocality,schemaorg_http,0.7808656692504883,http://schema.org/addressLocality
https://w3id.org/evorao/alpha2Code,alpha-2 code,alpha-2 code,evorao,0.9998197555541992,https://w3id.org/evorao/alpha2Code
https://w3id.org/evorao/alpha2Code,alpha-2 code,ISO 3166-1-alpha-2 code,geo,0.7723965644836426,http://purl.obolibrary.org/obo/GEO_000000023
https://w3id.org/evorao/alpha2Code,alpha-2 code,admin2 code,geo,0.7627573013305664,http://purl.obolibrary.org/obo/GEO_000035332
https://w3id.org/evorao/alpha2Code,alpha-2 code,code,schemaorg_http,0.7601404190063477,http://schema.org/code
https://w3id.org/evorao/alpha2Code,alpha-2 code,code,schemaorg_https,0.7596869468688965,https://schema.org/code
https://w3id.org/evorao/alpha2Code,alpha-2 code,code,ncit,0.7533354759216309,http://purl.obolibrary.org/obo/NCIT_NHC0
https://w3id.org/evorao/alpha2Code,alpha-2 code,codingSystem,schemaorg_https,0.7529652118682861,https://schema.org/codingSystem
https://w3id.org/evorao/alpha2Code,alpha-2 code,codingSystem,schemaorg_http,0.7528245449066162,http://schema.org/codingSystem
https://w3id.org/evorao/alpha2Code,alpha-2 code,codeValue,schemaorg_https,0.7521049976348877,https://schema.org/codeValue
https://w3id.org/evorao/alpha2Code,alpha-2 code,codeValue,schemaorg_http,0.7516062259674072,http://schema.org/codeValue
https://w3id.org/evorao/altText,alt text,alt text,evorao,0.9998219013214111,https://w3id.org/evorao/altText
https://w3id.org/evorao/altText,alt text,textValue,schemaorg_http,0.7925372123718262,http://schema.org/textValue
https://w3id.org/evorao/altText,alt text,textValue,schemaorg_https,0.7925372123718262,https://schema.org/textValue
https://w3id.org/evorao/altText,alt text,alias,uniprotrdfs,0.7822489738464355,http://purl.uniprot.org/core/alias
https://w3id.org/evorao/altText,alt text,alternate name,evorao,0.7697005271911621,https://w3id.org/evorao/alternateName
https://w3id.org/evorao/altText,alt text,ALT_DEFINITION,ncit,0.7680447101593018,http://purl.obolibrary.org/obo/NCIT_P325
https://w3id.org/evorao/altText,alt text,creditText,schemaorg_http,0.76151442527771,http://schema.org/creditText
https://w3id.org/evorao/altText,alt text,embeddedTextCaption,schemaorg_https,0.7614161968231201,https://schema.org/embeddedTextCaption
https://w3id.org/evorao/altText,alt text,creditText,schemaorg_https,0.7613258361816406,https://schema.org/creditText
https://w3id.org/evorao/altText,alt text,embeddedTextCaption,schemaorg_http,0.761206865310669,http://schema.org/embeddedTextCaption
https://w3id.org/evorao/alternateName,alternate name,alternate name,evorao,0.9998302459716797,https://w3id.org/evorao/alternateName
https://w3id.org/evorao/alternateName,alternate name,alternativeName,uniprotrdfs,0.8941643238067627,http://purl.uniprot.org/core/alternativeName
https://w3id.org/evorao/alternateName,alternate name,alternateName,schemaorg_http,0.8796391487121582,http://schema.org/alternateName
https://w3id.org/evorao/alternateName,alternate name,alternateName,schemaorg_https,0.8794968128204346,https://schema.org/alternateName
https://w3id.org/evorao/alternateName,alternate name,additionalName,schemaorg_http,0.8624095916748047,http://schema.org/additionalName
https://w3id.org/evorao/alternateName,alternate name,additionalName,schemaorg_https,0.8622467517852783,https://schema.org/additionalName
https://w3id.org/evorao/alternateName,alternate name,other name,uniprotrdfs,0.8503146171569824,http://purl.uniprot.org/core/otherName
https://w3id.org/evorao/alternateName,alternate name,alias,uniprotrdfs,0.8363878726959229,http://purl.uniprot.org/core/alias
https://w3id.org/evorao/alternateName,alternate name,Alternative Title,dcterms,0.8238399028778076,http://purl.org/dc/terms/alternative
https://w3id.org/evorao/alternateName,alternate name,alternative label,iao,0.8094358444213867,http://purl.obolibrary.org/obo/IAO_0000118
https://w3id.org/evorao/antibodyPurifiedByAffinity,antibody purified by affinity,antibody purified by affinity,evorao,0.999840497970581,https://w3id.org/evorao/antibodyPurifiedByAffinity
https://w3id.org/evorao/antibodyPurifiedByAffinity,antibody purified by affinity,protein purification,evorao,0.8005564212799072,https://w3id.org/evorao/proteinPurification
https://w3id.org/evorao/antibodyPurifiedByAffinity,antibody purified by affinity,has antibody source,bao,0.7816562652587891,http://www.bioassayontology.org/bao#BAO_0002876
https://w3id.org/evorao/antibodyPurifiedByAffinity,antibody purified by affinity,targeted antigen,evorao,0.7603905200958252,https://w3id.org/evorao/targetedAntigen
https://w3id.org/evorao/antibodyPurifiedByAffinity,antibody purified by affinity,homologous epitope of,cido,0.7209584712982178,http://purl.obolibrary.org/obo/CIDO_0000312
https://w3id.org/evorao/antibodyPurifiedByAffinity,antibody purified by affinity,serotype member of,mro,0.7184526920318604,http://purl.obolibrary.org/obo/MRO_0000001
https://w3id.org/evorao/antibodyPurifiedByAffinity,antibody purified by affinity,has selectivity assay,bao,0.7108592987060547,http://www.bioassayontology.org/bao#BAO_0001068
https://w3id.org/evorao/antibodyPurifiedByAffinity,antibody purified by affinity,has vaccine protective antigen,vo,0.7095627784729004,http://purl.obolibrary.org/obo/VO_0000527
https://w3id.org/evorao/antibodyPurifiedByAffinity,antibody purified by affinity,has subunit vaccine antigen,vo,0.7087137699127197,http://purl.obolibrary.org/obo/VO_0000525
https://w3id.org/evorao/antibodyPurifiedByAffinity,antibody purified by affinity,hybridoma description,evorao,0.7080612182617188,https://w3id.org/evorao/hybridomaDescription
https://w3id.org/evorao/authors,authors,authors,evorao,0.9997594356536865,https://w3id.org/evorao/authors
https://w3id.org/evorao/authors,authors,author,uniprotrdfs,0.8388161659240723,http://purl.uniprot.org/core/author
https://w3id.org/evorao/authors,authors,author,schemaorg_http,0.7755508422851562,http://schema.org/author
https://w3id.org/evorao/authors,authors,author,schemaorg_https,0.7750542163848877,https://schema.org/author
https://w3id.org/evorao/authors,authors,author list <annotation>,apollo_sv,0.7721719741821289,http://purl.obolibrary.org/obo/APOLLO_SV_00000329
https://w3id.org/evorao/authors,authors,authorsIncomplete,uniprotrdfs,0.7590107917785645,http://purl.uniprot.org/core/authorsIncomplete
https://w3id.org/evorao/authors,authors,keywords,evorao,0.7468664646148682,https://w3id.org/evorao/keywords
https://w3id.org/evorao/authors,authors,name,evorao,0.7456598281860352,https://w3id.org/evorao/name
https://w3id.org/evorao/authors,authors,scope,uniprotrdfs,0.743523359298706,http://purl.uniprot.org/core/scope
https://w3id.org/evorao/authors,authors,group,uniprotrdfs,0.7351863384246826,http://purl.uniprot.org/core/group
https://w3id.org/evorao/availability,availability,availability,evorao,0.9998247623443604,https://w3id.org/evorao/availability
https://w3id.org/evorao/availability,availability,availability,schemaorg_http,0.8786816596984863,http://schema.org/availability
https://w3id.org/evorao/availability,availability,availability,schemaorg_https,0.8785507678985596,https://schema.org/availability
https://w3id.org/evorao/availability,availability,hoursAvailable,schemaorg_http,0.8055014610290527,http://schema.org/hoursAvailable
https://w3id.org/evorao/availability,availability,hoursAvailable,schemaorg_https,0.8051323890686035,https://schema.org/hoursAvailable
https://w3id.org/evorao/availability,availability,availableIn,schemaorg_https,0.7956123352050781,https://schema.org/availableIn
https://w3id.org/evorao/availability,availability,availableIn,schemaorg_http,0.7951908111572266,http://schema.org/availableIn
https://w3id.org/evorao/availability,availability,availableFrom,schemaorg_http,0.778501033782959,http://schema.org/availableFrom
https://w3id.org/evorao/availability,availability,availableFrom,schemaorg_https,0.7784855365753174,https://schema.org/availableFrom
https://w3id.org/evorao/availability,availability,availableStrength,schemaorg_https,0.7747266292572021,https://schema.org/availableStrength
https://w3id.org/evorao/beforeDate,before date,before date,evorao,0.9998295307159424,https://w3id.org/evorao/beforeDate
https://w3id.org/evorao/beforeDate,before date,date_created_before,sepio,0.8228983879089355,http://purl.obolibrary.org/obo/SEPIO_0000105
https://w3id.org/evorao/beforeDate,before date,collection date,evorao,0.8078672885894775,https://w3id.org/evorao/collectionDate
https://w3id.org/evorao/beforeDate,before date,has date,bao,0.7949223518371582,http://www.bioassayontology.org/bao#BAO_0002083
https://w3id.org/evorao/beforeDate,before date,starts before,ro,0.7809255123138428,http://purl.obolibrary.org/obo/RO_0002089
https://w3id.org/evorao/beforeDate,before date,orderDate,schemaorg_https,0.776054859161377,https://schema.org/orderDate
https://w3id.org/evorao/beforeDate,before date,orderDate,schemaorg_http,0.7760131359100342,http://schema.org/orderDate
https://w3id.org/evorao/beforeDate,before date,start_date,sepio,0.7754383087158203,http://purl.obolibrary.org/obo/SEPIO_0000063
https://w3id.org/evorao/beforeDate,before date,startDate,schemaorg_https,0.7750895023345947,https://schema.org/startDate
https://w3id.org/evorao/beforeDate,before date,startDate,schemaorg_http,0.7750895023345947,http://schema.org/startDate
https://w3id.org/evorao/biologicalMaterialOrigin,Biological Material origin,Biological Material origin,evorao,0.9997897148132324,https://w3id.org/evorao/biologicalMaterialOrigin
https://w3id.org/evorao/biologicalMaterialOrigin,Biological Material origin,biological part origin,evorao,0.9050719738006592,https://w3id.org/evorao/biologicalPartOrigin
https://w3id.org/evorao/biologicalMaterialOrigin,Biological Material origin,biological source type,evorao,0.8302178382873535,https://w3id.org/evorao/biologicalSourceType
https://w3id.org/evorao/biologicalMaterialOrigin,Biological Material origin,recombinant material,evorao,0.7669284343719482,https://w3id.org/evorao/recombinantMaterial
https://w3id.org/evorao/biologicalMaterialOrigin,Biological Material origin,contains biological process,micro,0.7579271793365479,http://purl.obolibrary.org/obo/MICRO_0001551
https://w3id.org/evorao/biologicalMaterialOrigin,Biological Material origin,suspected epidemiological origin,evorao,0.7540271282196045,https://w3id.org/evorao/suspectedEpidemiologicalOrigin
https://w3id.org/evorao/biologicalMaterialOrigin,Biological Material origin,involves biological process,bao,0.7517035007476807,http://www.bioassayontology.org/bao#BAO_0002009
https://w3id.org/evorao/biologicalMaterialOrigin,Biological Material origin,has_material_basis_in,ido,0.7472066879272461,http://purl.obolibrary.org/obo/IDO_0000664
https://w3id.org/evorao/biologicalMaterialOrigin,Biological Material origin,cell line cell origin,clo,0.7445645332336426,http://purl.obolibrary.org/obo/CLO_0037290
https://w3id.org/evorao/biologicalMaterialOrigin,Biological Material origin,biologicalRole,schemaorg_https,0.7442231178283691,https://schema.org/biologicalRole
https://w3id.org/evorao/biologicalPartOrigin,biological part origin,biological part origin,evorao,0.9998338222503662,https://w3id.org/evorao/biologicalPartOrigin
https://w3id.org/evorao/biologicalPartOrigin,biological part origin,Biological Material origin,evorao,0.9050722122192383,https://w3id.org/evorao/biologicalMaterialOrigin
https://w3id.org/evorao/biologicalPartOrigin,biological part origin,biological source type,evorao,0.8203310966491699,https://w3id.org/evorao/biologicalSourceType
https://w3id.org/evorao/biologicalPartOrigin,biological part origin,Biological_Process_Is_Part_Of_Process,ncit,0.7822141647338867,http://purl.obolibrary.org/obo/NCIT_R35
https://w3id.org/evorao/biologicalPartOrigin,biological part origin,isPartOfBioChemEntity,schemaorg_http,0.7762184143066406,http://schema.org/isPartOfBioChemEntity
https://w3id.org/evorao/biologicalPartOrigin,biological part origin,isPartOfBioChemEntity,schemaorg_https,0.7761986255645752,https://schema.org/isPartOfBioChemEntity
https://w3id.org/evorao/biologicalPartOrigin,biological part origin,contains biological process,micro,0.7717773914337158,http://purl.obolibrary.org/obo/MICRO_0001551
https://w3id.org/evorao/biologicalPartOrigin,biological part origin,hasBioChemEntityPart,schemaorg_https,0.7669329643249512,https://schema.org/hasBioChemEntityPart
https://w3id.org/evorao/biologicalPartOrigin,biological part origin,hasBioChemEntityPart,schemaorg_http,0.7665677070617676,http://schema.org/hasBioChemEntityPart
https://w3id.org/evorao/biologicalPartOrigin,biological part origin,cell line cell origin,clo,0.7633163928985596,http://purl.obolibrary.org/obo/CLO_0037290
https://w3id.org/evorao/biologicalSourceType,biological source type,biological source type,evorao,0.9998311996459961,https://w3id.org/evorao/biologicalSourceType
https://w3id.org/evorao/biologicalSourceType,biological source type,Biological Material origin,evorao,0.8302178382873535,https://w3id.org/evorao/biologicalMaterialOrigin
https://w3id.org/evorao/biologicalSourceType,biological source type,biological part origin,evorao,0.820331335067749,https://w3id.org/evorao/biologicalPartOrigin
https://w3id.org/evorao/biologicalSourceType,biological source type,contains biological process,micro,0.7753746509552002,http://purl.obolibrary.org/obo/MICRO_0001551
https://w3id.org/evorao/biologicalSourceType,biological source type,data source,ohd,0.7612819671630859,http://purl.obolibrary.org/obo/OHD_0000053
https://w3id.org/evorao/biologicalSourceType,biological source type,term source,genepio,0.7598483562469482,http://purl.obolibrary.org/obo/GENEPIO_0000005
https://w3id.org/evorao/biologicalSourceType,biological source type,source of information,evorao,0.7594239711761475,https://w3id.org/evorao/sourceOfInformation
https://w3id.org/evorao/biologicalSourceType,biological source type,has physiological stage,emi,0.7584166526794434,https://purl.org/emi#hasPhysiologicalStage
https://w3id.org/evorao/biologicalSourceType,biological source type,pathogen type,evorao,0.7511889934539795,https://w3id.org/evorao/pathogenType
https://w3id.org/evorao/biologicalSourceType,biological source type,digitalSourceType,schemaorg_https,0.7508034706115723,https://schema.org/digitalSourceType
https://w3id.org/evorao/biosafetyRestrictions,biosafety restrictions,biosafety restrictions,evorao,0.9998321533203125,https://w3id.org/evorao/biosafetyRestrictions
https://w3id.org/evorao/biosafetyRestrictions,biosafety restrictions,has biosafety level,bao,0.8130950927734375,http://www.bioassayontology.org/bao#BAO_0002826
